"http://snomed.info/sct","100731000119107","Low grade astrocytoma of brain"
"http://snomed.info/sct","100731000119107","Low grade astrocytoma of brain (disorder)"
"http://snomed.info/sct","100731000119107","Low grade astrocytoma brain cancer"
"http://snomed.info/sct","128854008","Spongioblastoma"
"http://snomed.info/sct","128854008","Pilocytic astrocytoma"
"http://snomed.info/sct","128854008","Piloid astrocytoma"
"http://snomed.info/sct","128854008","Juvenile astrocytoma"
"http://snomed.info/sct","128854008","Spongioblastoma [obs]"
"http://snomed.info/sct","128854008","Pilocytic astrocytoma (morphologic abnormality)"
"http://snomed.info/sct","254976006","Optic nerve glioma"
"http://snomed.info/sct","254976006","Optic glioma"
"http://snomed.info/sct","254976006","Optic nerve glioma (disorder)"
"http://snomed.info/sct","277507004","Pilocytic astrocytoma of cerebellum (disorder)"
"http://snomed.info/sct","277507004","Pilocytic astrocytoma of cerebellum"
"http://snomed.info/sct","359804008","Eosinophilic gastroenteritis (disorder)"
"http://snomed.info/sct","359804008","Eosinophilic gastroenteritis"
"http://snomed.info/sct","414950005","Optic nerve glioma of orbit (disorder)"
"http://snomed.info/sct","414950005","Intraorbital optic glioma"
"http://snomed.info/sct","414950005","Optic nerve glioma of orbit"
"http://snomed.info/sct","414950005","Intraorbital optic nerve glioma"
"http://snomed.info/sct","416351002","Intraocular optic nerve glioma (disorder)"
"http://snomed.info/sct","416351002","Intraocular optic nerve glioma"
"http://snomed.info/sct","416351002","Intraocular glioma"
"http://snomed.info/sct","417619001","Intracranial optic nerve glioma (disorder)"
"http://snomed.info/sct","417619001","Intracranial optic nerve glioma"
"http://snomed.info/sct","428753007","Low grade glioma of cerebellum"
"http://snomed.info/sct","428753007","Low grade glioma of cerebellum (disorder)"
"http://snomed.info/sct","428753007","Benign glioma of cerebellum"
"http://snomed.info/sct","428960009","Low grade glioma of brainstem (disorder)"
"http://snomed.info/sct","428960009","Low grade glioma of brainstem"
"http://snomed.info/sct","428964000","Low grade glioma of cerebrum (disorder)"
"http://snomed.info/sct","428964000","Benign glioma of cerebrum"
"http://snomed.info/sct","428964000","Low grade glioma of cerebrum"
"http://snomed.info/sct","428965004","Benign glioma of thalamus"
"http://snomed.info/sct","428965004","Low grade glioma of thalamus"
"http://snomed.info/sct","428965004","Low grade glioma of thalamus (disorder)"
"http://snomed.info/sct","429408002","Benign glioma of brain"
"http://snomed.info/sct","429408002","Low grade glioma of brain"
"http://snomed.info/sct","429408002","Low grade glioma of brain (disorder)"
"http://snomed.info/sct","429408002","Low-grade glioma of brain"
"http://snomed.info/sct","4553004","Subependymoma"
"http://snomed.info/sct","4553004","Mixed subependymoma-ependymoma"
"http://snomed.info/sct","4553004","Subependymal glioma"
"http://snomed.info/sct","4553004","Subependymal astrocytoma, NOS"
"http://snomed.info/sct","4553004","Subependymal glioma (morphologic abnormality)"
"http://snomed.info/sct","4553004","[M]Subependymoma"
"http://snomed.info/sct","4553004","Subependymal astrocytoma"
"http://snomed.info/sct","763865009","Pilocytic astrocytoma (disorder)"
"http://snomed.info/sct","763865009","Pilocytic astrocytoma"
"http://snomed.info/sct","780822000","Desmoplastic infantile astrocytoma and ganglioglioma (disorder)"
"http://snomed.info/sct","780822000","DIA/DIG - desmoplastic infantile astrocytoma/ganglioglioma"
"http://snomed.info/sct","780822000","Desmoplastic infantile astrocytoma and ganglioglioma"
"http://snomed.info/sct","87191000119100","Ganglioglioma (disorder)"
"http://snomed.info/sct","87191000119100","Ganglioglioma"
"http://snomed.info/sct","89880005","Ganglioglioma (morphologic abnormality)"
"http://snomed.info/sct","89880005","Glioneuroma"
"http://snomed.info/sct","89880005","Ganglioglioma, no International Classification of Diseases for Oncology subtype (morphologic abnormality)"
"http://snomed.info/sct","89880005","Ganglioglioma, no ICD-O subtype"
"http://snomed.info/sct","89880005","Ganglioglioma, no International Classification of Diseases for Oncology subtype"
"http://snomed.info/sct","89880005","Neuroastrocytoma"
"http://snomed.info/sct","89880005","Ganglioglioma, no ICD-O subtype (morphologic abnormality)"
"http://snomed.info/sct","89880005","Ganglioglioma"
"http://hl7.org/fhir/sid/icd-10-cm","C71","Malignant neoplasm of brain"
"http://hl7.org/fhir/sid/icd-10-cm","C71.0","Malignant neoplasm of cerebrum, except lobes and ventricles"
"http://hl7.org/fhir/sid/icd-10-cm","C71.0","Malignant neoplasm of supratentorial NOS"
"http://hl7.org/fhir/sid/icd-10-cm","C71.1","Malignant neoplasm of frontal lobe"
"http://hl7.org/fhir/sid/icd-10-cm","C71.2","Malignant neoplasm of temporal lobe"
"http://hl7.org/fhir/sid/icd-10-cm","C71.3","Malignant neoplasm of parietal lobe"
"http://hl7.org/fhir/sid/icd-10-cm","C71.4","Malignant neoplasm of occipital lobe"
"http://hl7.org/fhir/sid/icd-10-cm","C71.5","Malignant neoplasm of cerebral ventricle"
"http://hl7.org/fhir/sid/icd-10-cm","C71.6","Malignant neoplasm of cerebellum"
"http://hl7.org/fhir/sid/icd-10-cm","C71.7","Malignant neoplasm of brain stem"
"http://hl7.org/fhir/sid/icd-10-cm","C71.7","Infratentorial malignant neoplasm NOS"
"http://hl7.org/fhir/sid/icd-10-cm","C71.7","Malignant neoplasm of fourth cerebral ventricle"
"http://hl7.org/fhir/sid/icd-10-cm","C71.8","Malignant neoplasm of overlapping sites of brain"
"http://hl7.org/fhir/sid/icd-10-cm","C71.9","Malignant neoplasm of brain, unspecified"
"http://hl7.org/fhir/sid/icd-9-cm","191","Malignant neoplasm of brain"
"http://hl7.org/fhir/sid/icd-9-cm","191.0","Malign neopl cerebrum"
"http://hl7.org/fhir/sid/icd-9-cm","191.0","Malignant neoplasm of cerebrum, except lobes and ventricles"
"http://hl7.org/fhir/sid/icd-9-cm","191.1","Malignant neoplasm of frontal lobe"
"http://hl7.org/fhir/sid/icd-9-cm","191.1","Malig neo frontal lobe"
"http://hl7.org/fhir/sid/icd-9-cm","191.2","Malignant neoplasm of temporal lobe"
"http://hl7.org/fhir/sid/icd-9-cm","191.2","Mal neo temporal lobe"
"http://hl7.org/fhir/sid/icd-9-cm","191.3","Malignant neoplasm of parietal lobe"
"http://hl7.org/fhir/sid/icd-9-cm","191.3","Mal neo parietal lobe"
"http://hl7.org/fhir/sid/icd-9-cm","191.4","Malignant neoplasm of occipital lobe"
"http://hl7.org/fhir/sid/icd-9-cm","191.4","Mal neo occipital lobe"
"http://hl7.org/fhir/sid/icd-9-cm","191.5","Mal neo cereb ventricle"
"http://hl7.org/fhir/sid/icd-9-cm","191.5","Malignant neoplasm of ventricles"
"http://hl7.org/fhir/sid/icd-9-cm","191.6","Malignant neoplasm of cerebellum nos"
"http://hl7.org/fhir/sid/icd-9-cm","191.6","Mal neo cerebellum NOS"
"http://hl7.org/fhir/sid/icd-9-cm","191.7","Mal neo brain stem"
"http://hl7.org/fhir/sid/icd-9-cm","191.7","Malignant neoplasm of brain stem"
"http://hl7.org/fhir/sid/icd-9-cm","191.8","Malignant neoplasm of other parts of brain"
"http://hl7.org/fhir/sid/icd-9-cm","191.8","Malig neo brain NEC"
"http://hl7.org/fhir/sid/icd-9-cm","191.9","Malignant neoplasm of brain, unspecified"
"http://hl7.org/fhir/sid/icd-9-cm","191.9","Malig neo brain NOS"
